,model,param,mae_avg,mse_avg,mape_avg,mvp_avg,top3_order_avg,top3_coverage_avg,mvp_in_top3_avg,mvp_in_top5_avg
99,AdaBoostRegressor,"{'learning_rate': 1, 'n_estimators': 100, 'random_state': 221}",0.20206325777569836,0.05080039429388454,1.5238384820470257,0.5263157894736842,0.07894736842105263,0.649122807017544,0.7368421052631579,0.9210526315789473
100,AdaBoostRegressor,"{'learning_rate': 1, 'n_estimators': 200, 'random_state': 221}",0.2088838792754972,0.05361090559879266,1.5966623364553512,0.4473684210526316,0.02631578947368421,0.6315789473684211,0.7368421052631579,0.9473684210526315
101,MLPRegressor,"{'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'random_state': 221}",0.17518468054000697,0.050937819607898484,1.1111847180628376,0.5,0.07894736842105263,0.587719298245614,0.7368421052631579,0.8947368421052632
102,MLPRegressor,"{'alpha': 0.0001, 'hidden_layer_sizes': (200,), 'random_state': 221}",0.17254991729256183,0.049021862688665215,1.046998817951026,0.34210526315789475,0.0,0.6491228070175439,0.868421052631579,0.9736842105263158
103,MLPRegressor,"{'alpha': 0.0001, 'hidden_layer_sizes': (300,), 'random_state': 221}",0.1737444254634929,0.04888524767822058,1.0651441549959764,0.5,0.02631578947368421,0.5964912280701754,0.7894736842105263,0.8421052631578947
104,MLPRegressor,"{'alpha': 1e-05, 'hidden_layer_sizes': (100,), 'random_state': 221}",0.1751560049414159,0.050959400341028215,1.1107530059076862,0.5,0.07894736842105263,0.587719298245614,0.7368421052631579,0.8947368421052632
105,MLPRegressor,"{'alpha': 1e-05, 'hidden_layer_sizes': (200,), 'random_state': 221}",0.17259102230718448,0.04897718928655321,1.0483575595949617,0.34210526315789475,0.0,0.6403508771929826,0.8421052631578947,0.9736842105263158
106,MLPRegressor,"{'alpha': 1e-05, 'hidden_layer_sizes': (300,), 'random_state': 221}",0.17363834632625016,0.048927543700451215,1.0651878368115102,0.5,0.02631578947368421,0.5964912280701754,0.7894736842105263,0.8421052631578947
107,MLPRegressor,"{'alpha': 1e-06, 'hidden_layer_sizes': (100,), 'random_state': 221}",0.17507358894037015,0.05092682757251308,1.1112543635015817,0.5,0.07894736842105263,0.587719298245614,0.7368421052631579,0.8947368421052632
108,MLPRegressor,"{'alpha': 1e-06, 'hidden_layer_sizes': (200,), 'random_state': 221}",0.17289450198976075,0.049097913870016545,1.0504183455559823,0.34210526315789475,0.0,0.6403508771929826,0.8421052631578947,0.9736842105263158
109,MLPRegressor,"{'alpha': 1e-06, 'hidden_layer_sizes': (300,), 'random_state': 221}",0.17370893131829745,0.04891749513476901,1.0658548826561158,0.5,0.02631578947368421,0.5964912280701754,0.7894736842105263,0.8421052631578947
